	caption
40343	Two men in traditional Arab dress standing near a car wave at an SUV in the desert .
40344	Two people with head coverings stand in a sandy field .
40345	A girl all in black and white , and carrying an umbrella , walks down the street , as others watch .
40346	A girl dressed in black and white with mime makeup stands in the middle of a street with a white umbrella and black top hat in her hand .
40347	a performer dancing in the streets wearing an exotic outfit
40348	a woman with a shaved head dressed in black and white in a parade
40349	The lady in the street is wearing a white and black costume and is carrying a white umbrella .
40350	A little kid splashes around in the kiddie pool while a lady watches .
40351	a woman dumping water on a small child who is in a pool
40352	A woman is throwing a bucket of water over a baby in the paddling pool .
40353	A woman is throwing water on a child in a plastic swimming pool in a rural area .
40354	I child slides into a wading pool full of water while an adult tosses a bucket of water on them .
40355	A calico cat raising its paws towards a dog with an open mouth
40356	A cat swatting at a doberman dog
40357	A dog and cat are fighting on a chair .
40358	A multicolor cat fighting with a black and brown dog in a red collar .
40359	The yellow and black cat and the brown and black dog are fighting .
40360	A child is running away from a plastic pool and an adult on a rural setting .
40361	A child is running away from a woman standing by a paddling pool .
40362	A child playing with a water hose while a woman records with a camcorder
40363	A woman and her son are playing outside by a kiddie pool .
40364	A woman watches a child play near a small pool .
40365	a blond boy petting a tiger
40366	A boy pets a sleeping tiger .
40367	A boy pets a sleeping tiger while another tiger sleeps behind him .
40368	A little blonde boy is petting a resting tiger .
40369	A little boy is petting a tiger that is laying down .
40370	A man mountain climbing up an icy mountain .
40371	An climber is ascending an ice covered rock face .
40372	A person in orange climbs a sheer cliff face covered in snow and ice .
40373	Person in a yellow jacket is climbing up snow covered rocks .
40374	There is a climber scaling a snowy mountainside .
40375	A woman and a little girl sit on desert rock .
40376	A young girl and older person are sitting near the top of a rock formation .
40377	two girls sit on a large rock .
40378	Two people are sitting on a huge rock formation .
40379	Two people sit in the distance on an unusual rock formation .
40380	A cart containig two men being pulled by horses in the rain .
40381	a horse driven carriage running through a rainstorm .
40382	Black and white horses carry a cart with people through the rain .
40383	People enjoy a horse draw open carriage in the rain .
40384	The horses pull the carriage , holding people and a dog , through the rain .
40385	A brown dog in a pink shirt runs through a field .
40386	A hairy dog with a pink shirt running through a field
40387	A long-haired dog wearing a pink vest and running
40388	Brown dog in a pink sweater runs on yellow grass .
40389	Dog with pink jacket running in field
40390	A blonde child swims .
40391	A boy is swimming in open water .
40392	a child submerges from the water .
40393	A kid comes up from the water .
40394	The small child comes up from underwater .
40395	Two girls are walking arm in arm past an amusement arcade .
40396	Two girls are walking away from the camera under a walkway .
40397	Two girls in shorts walk towards casino signs .
40398	two teenage girls walking down a mall breezeway .
40399	two women walk on the sidewalk .
40400	A group of six children sit at a wooden table .
40401	A group of young asian children pose for a picture at a table .
40402	Six children , all with black hair , sit at a table for a picture .
40403	Six children at a table .
40404	Six small children sitting at a desk .
40405	Two brown and white dogs lift their ears and look through a fence .
40406	Two little dogs looking out of their cage .
40407	Two small dogs are in a cage outside .
40408	Two small dogs in a cage .
40409	Two white and brown dogs up against a fence .
40410	A boy goes down an inflatable slide .
40411	A boy in red slides down an inflatable ride .
40412	A boy is sliding down in a red shirt .
40413	A child going down an inflatable slide .
40414	A young boy sliding down an inflatable , is looking off camera .
40415	one brown and white dog chasing a black and white dog through the grass
40416	The two dogs are running through the grass .
40417	Two cocker spaniels running through the grass .
40418	Two dogs are running through a green yard
40419	Two dogs are running through the grass near a house and trees .
40420	A girl in a pool wearing goggles and surrounded by other children
40421	A girl in green goggles in a pool with three other children .
40422	A red haired girl making a peace sign is wearing neon green glasses and floaties and playing in the pool with other kids .
40423	A red-headed girl offers the peace sign as she swims in the pool with floaties .
40424	A young girl with goggles and floaties poses for the camera as she plays in a pool .
40425	A black dog has a dumbbell in his mouth .
40426	A black dog has a dumbbell in his mouth looking at the person wearing blue .
40427	A black dog holding a weight in its mouth stands next to a person .
40428	A black dog holds a small white dumbbell in its mouth .
40429	The black dog has a toy in its mouth and a person stands nearby .
40430	A man does a wheelie on his bicycle on the sidewalk .
40431	A man is doing a wheelie on a mountain bike .
40432	A man on a bicycle is on only the back wheel .
40433	Asian man in orange hat is popping a wheelie on his bike .
40434	Man on a bicycle riding on only one wheel .
40435	A group is sitting around a snowy crevasse .
40436	A group of people sit atop a snowy mountain .
40437	A group of people sit in the snow overlooking a mountain scene .
40438	Five children getting ready to sled .
40439	Five people are sitting together in the snow .
40440	A grey bird stands majestically on a beach while waves roll in .
40441	A large bird stands in the water on the beach .
40442	A tall bird is standing on the sand beside the ocean .
40443	A water bird standing at the ocean 's edge .
40444	A white crane stands tall as it looks out upon the ocean .
40445	A person stands near golden walls .
40446	a woman behind a scrolled wall is writing
40447	A woman standing near a decorated wall writes .
40448	The walls are covered in gold and patterns .
40449	Woman writing on a pad in room with gold , decorated walls .
