	caption
34566	a woman is carrying a child across a stone bridge 
34567	little girl splash around in the little bit of water left by the sprinkler 
34568	tennis player getting ready to play tennis 
34569	a woman in a blue vest and a sky blue helmet stand with her bicycle in traffic 
34570	man and dog standing on the beach 
34571	the people on the balcony are controlling the man in the white short like a puppet 
34572	a man sitting in front of a stage
34573	the small dog is playing with a large ball on the grass 
34574	somebody in the air on a board
34575	a woman in a pink shirt and khaki short look over a crumbling rock face overlooking a large forested area 
34576	the people are standing around at a carnival 
34577	leaping dog sprayed by off screen person with hose 
34578	two dog begging a partially seen person for food at a kitchen table 
34579	a girl in a bathing suit  swim cap and goggles 
34580	two dog play in the snow 
34581	a football player running with the ball at a game 
34582	the three boy are all holding onto a flotation device in the water 
34583	they are playing with a soccer ball on the beach 
34584	vendor selling drink in a stall 
34585	a brown dog  a black dog and a black and white dog are in a grassy field
34586	a boy and a man dressed a rodeo clown standing in sand
34587	the man in the clown costume and hat is riding a bike
34588	a wet  brownishred dog with an orange ball in his mouth is swimming in some water 
34589	two people are riding their bicycle on a dirt road
34590	a woman in a white outfut playing tennis 
34591	a person ride a motorcycle quickly 
34592	a black dog jump out of a pile of thick white snow 
34593	a dog with a stick follows another dog through the water 
34594	a brown dog run through a snowy trail 
34595	the blonde girl is dancing onstage in front of the sound equipment 
34596	three black dog playing on the beach 
34597	a white  curly haired dog is wearing a harness and watching another black and brown dog in the water 
34598	two kid being pushed in car shaped stroller in a parade 
34599	a dog with a ball in it mouth sitting outside 
34600	a toddler in a pink shirt in a bucket swing 
34601	a policeman sits on a motorcycle 
34602	a boy is standing at the edge of a wave with the sun setting or rising in the background 
34603	a brown dog with a red collar jumping across a leafy lawn 
34604	a little kid is starring into a body of water 
34605	a couple walking and holding hand 
34606	a brown and white dog licking it chop while sitting in a green room with a tile floor 
34607	a dog stand on his hind leg while another dog look on 
34608	a woman holding black and white bag ride the subway 
34609	a man holding onto rope while boogie boarding 
34610	a cow herd grazing in the pasture with a dog running in the foreground 
34611	many woman sitting happily together smiling at the camera 
34612	a woman and little boy sits on a police motorcycle 
34613	three men with mouth open and one is holding a fake sword
34614	a golden dog is running along a tire track that ha been carved out in the snow 
34615	a gray dog is in grass 
34616	a blue  red  and yellow plane doe a loop in the air 
34617	a soccer player prepares to tackle a player from the rival team 
34618	a young child push a large man in a wheelchair 
34619	a man in an orange shirt is walking over fire while a crowd watch 
34620	a small child is sliding down a slip n slide 
34621	a dog wearing a jacket  pounce a toy 
34622	a dog get ready to catch a frisbee 
34623	the two boy in bright blue jean stand at the water fountain 
34624	a man in a blue shirt read a paper behind a broken seat 
34625	a white dog is running across a grassy field 
34626	a large dog is laying on it back  outside on a blacktop  with it leg in the air 
34627	a boy in a green shirt is sitting in an almost empty stadium 
34628	there are two small child playing in a yard 
34629	a group of friend play in a lake 
34630	a hiker make his way downhill 
34631	a professional racing dog running
34632	a man hold his snowboard in the sand 
34633	a mountain biker jump off of a fence while going downhill 
34634	a large brown and white bird flying over land 
34635	a girl wearing pink hang on the hoop 
34636	a young girl  in a star and stripe bathing suit  doe a back flip on the beach 
34637	the brown dog is performing a jump in an obstacle course 
34638	a man in a white tshirt with a red logo is wearing colored bead whilst carrying a flag past a row of spectator 
34639	a boy in short doing a skateboard trick 
34640	a young girl in a white dress
34641	a kid in orange play with a ball of snow outside 
34642	there a several people in a dark bartype room  including one girl on a stool 
34643	woman carrying her shoe on a beach 
34644	a group of people cross the street with bucket and pole 
34645	a person with helmet is sitting inside a yellow vehicle 
34646	a person crouched in the middle of a large wave in the ocean 
34647	a biker wearing a helmet 
34648	men burn an israeli flag 
34649	a wakeboarder soar through the air 
34650	dog jumping to catch falling snow out in the wood 
34651	the boy is playing drum 
34652	boy skateboarding down a stair railing in winter
34653	a person stand at the top of a ladder a a young girl begin to climb 
34654	little boy smiling on the stair 
34655	a snowboarder slide down the side of an aframe house buried in snow 
34656	two sumo wrestler in a fight 
34657	child sit in a classroom holding slate 
34658	a child is sitting on a bike next to her dog
34659	green and black car go into wall at race 
34660	a large  black dog is climbing over a wooden fence surrounded by bush 
34661	two dog running along dirt path 
34662	little boy standing on the bank of a river 
34663	two little girl are posing for a picture on a boat 
34664	man riding a bicycle on a foggy day 
34665	a woman and daughter are smiling at the camera 
34666	a group of people in a dimly lit night club 
34667	the little girl in pink ha her hand on her hip 
34668	the young girl blow a huge bubble 
34669	a crowd of people watching a football game with a player wearing red and cheerleader also wearing red 
34670	a dog leap over a barrier 
34671	two girl are using a flip chart whilst talking to some younger child 
34672	a group of basketball player stand on the basketball court 
34673	a woman in a red uniform is playing the flute 
